,date,balance,account
106,2023-05-05,10572.239999999996,Account #1111
107,2023-05-06,10572.239999999996,Account #1111
108,2023-05-08,10572.239999999996,Account #1111
109,2023-05-10,11410.709999999995,Account #1111
110,2023-05-11,11169.379999999996,Account #1111
111,2023-05-12,11169.379999999996,Account #1111
112,2023-05-14,10812.579999999996,Account #1111
113,2023-05-15,10812.579999999996,Account #1111
114,2023-05-16,10812.579999999996,Account #1111
115,2023-05-17,10617.039999999995,Account #1111
116,2023-05-19,10617.039999999995,Account #1111
117,2023-05-20,10617.039999999995,Account #1111
118,2023-05-21,10617.039999999995,Account #1111
119,2023-05-22,10617.039999999995,Account #1111
120,2023-05-23,10246.809999999996,Account #1111
121,2023-05-24,10132.939999999995,Account #1111
122,2023-05-25,10132.939999999995,Account #1111
123,2023-05-26,10132.939999999995,Account #1111
124,2023-05-27,10132.939999999995,Account #1111
125,2023-05-29,10047.169999999995,Account #1111
126,2023-05-30,9928.169999999995,Account #1111
127,2023-06-01,9928.169999999995,Account #1111
128,2023-06-02,9928.169999999995,Account #1111
129,2023-06-03,9628.829999999994,Account #1111
130,2023-06-04,9588.829999999994,Account #1111
131,2023-06-05,9554.599999999995,Account #1111
132,2023-06-06,9353.069999999996,Account #1111
133,2023-06-07,9126.669999999996,Account #1111
134,2023-06-08,9109.609999999997,Account #1111
135,2023-06-09,9109.609999999997,Account #1111
136,2023-06-10,9109.609999999997,Account #1111
137,2023-06-11,9109.609999999997,Account #1111
138,2023-06-12,9901.459999999995,Account #1111
139,2023-06-14,9901.459999999995,Account #1111
140,2023-06-15,9901.459999999995,Account #1111
141,2023-06-16,9603.419999999995,Account #1111
142,2023-06-17,9603.419999999995,Account #1111
143,2023-06-18,9474.989999999994,Account #1111
144,2023-06-19,9412.989999999994,Account #1111
145,2023-06-20,9412.989999999994,Account #1111
146,2023-06-21,9412.989999999994,Account #1111
147,2023-06-22,9412.989999999994,Account #1111
148,2023-06-23,9319.889999999994,Account #1111
149,2023-06-24,8872.199999999995,Account #1111
150,2023-06-25,8776.939999999995,Account #1111
151,2023-06-26,8776.939999999995,Account #1111
152,2023-06-27,8603.629999999996,Account #1111
153,2023-06-28,8603.629999999996,Account #1111
154,2023-07-01,8603.629999999996,Account #1111
155,2023-07-02,7165.509999999996,Account #1111
156,2023-07-03,7089.949999999995,Account #1111
157,2023-07-04,6969.949999999995,Account #1111
158,2023-07-05,6938.489999999995,Account #1111
159,2023-07-06,7382.299999999996,Account #1111
160,2023-07-07,7382.299999999996,Account #1111
161,2023-07-08,7382.299999999996,Account #1111
162,2023-07-10,6834.999999999995,Account #1111
163,2023-07-11,6740.189999999995,Account #1111
164,2023-07-12,6740.189999999995,Account #1111
165,2023-07-13,6681.789999999995,Account #1111
166,2023-07-14,6681.789999999995,Account #1111
167,2023-07-15,6681.789999999995,Account #1111
168,2023-07-16,6681.789999999995,Account #1111
169,2023-07-18,6549.109999999995,Account #1111
170,2023-07-19,6498.6699999999955,Account #1111
171,2023-07-21,6498.6699999999955,Account #1111
172,2023-07-22,6398.429999999996,Account #1111
173,2023-07-23,6013.029999999995,Account #1111
174,2023-07-24,6013.029999999995,Account #1111
175,2023-07-25,5609.989999999995,Account #1111
176,2023-07-26,5609.989999999995,Account #1111
177,2023-07-27,5378.619999999995,Account #1111
178,2023-07-28,5378.619999999995,Account #1111
179,2023-07-29,5183.699999999995,Account #1111
180,2023-07-30,5183.699999999995,Account #1111
181,2023-07-31,5183.699999999995,Account #1111
182,2023-08-01,5086.359999999995,Account #1111
183,2023-08-02,5086.359999999995,Account #1111
184,2023-08-03,5086.359999999995,Account #1111
185,2023-08-04,5068.659999999995,Account #1111
186,2023-08-05,5068.659999999995,Account #1111
187,2023-08-06,5068.659999999995,Account #1111
188,2023-08-07,4586.449999999995,Account #1111
189,2023-08-08,4586.449999999995,Account #1111
190,2023-08-10,4586.449999999995,Account #1111
191,2023-08-11,4487.769999999995,Account #1111
192,2023-08-12,4487.769999999995,Account #1111
193,2023-08-13,4474.599999999995,Account #1111
194,2023-08-14,4340.689999999995,Account #1111
195,2023-08-15,4340.689999999995,Account #1111
196,2023-08-16,3143.219999999995,Account #1111
197,2023-08-17,3143.219999999995,Account #1111
198,2023-08-19,3143.219999999995,Account #1111
199,2023-08-20,3143.219999999995,Account #1111
200,2023-08-21,2966.949999999995,Account #1111
201,2023-08-22,2966.949999999995,Account #1111
202,2023-08-23,2680.0299999999947,Account #1111
203,2023-08-24,2680.0299999999947,Account #1111
204,2023-08-25,2680.0299999999947,Account #1111
205,2023-08-26,1817.6099999999947,Account #1111
206,2023-08-27,1817.6099999999947,Account #1111
207,2023-08-30,1817.6099999999947,Account #1111
208,2023-08-31,1817.6099999999947,Account #1111
209,2023-09-01,1817.6099999999947,Account #1111
210,2023-09-02,1559.0899999999947,Account #1111
211,2023-09-03,13559.089999999995,Account #1111
212,2023-09-04,13385.129999999996,Account #1111
213,2023-09-05,13237.759999999995,Account #1111
214,2023-09-06,13171.549999999996,Account #1111
215,2023-09-07,13072.829999999996,Account #1111
216,2023-09-08,13072.829999999996,Account #1111
217,2023-09-09,12981.679999999997,Account #1111
218,2023-09-10,12119.939999999997,Account #1111
219,2023-09-11,12064.269999999997,Account #1111
220,2023-09-12,11929.329999999996,Account #1111
221,2023-09-13,11679.709999999995,Account #1111
222,2023-09-14,11679.709999999995,Account #1111
223,2023-09-15,11679.709999999995,Account #1111
224,2023-09-16,11593.229999999994,Account #1111
225,2023-09-17,11593.229999999994,Account #1111
226,2023-09-18,11593.229999999994,Account #1111
227,2023-09-19,11443.589999999995,Account #1111
228,2023-09-20,11443.589999999995,Account #1111
229,2023-09-21,11131.749999999995,Account #1111
230,2023-09-22,10856.889999999994,Account #1111
231,2023-09-23,10856.889999999994,Account #1111
232,2023-09-24,10856.889999999994,Account #1111
233,2023-09-25,10815.559999999994,Account #1111
234,2023-09-26,10815.559999999994,Account #1111
235,2023-09-27,10737.789999999994,Account #1111
236,2023-09-28,10737.789999999994,Account #1111
237,2023-09-29,10711.399999999994,Account #1111
238,2023-10-01,10711.399999999994,Account #1111
239,2023-10-02,10711.399999999994,Account #1111
240,2023-10-03,10623.929999999995,Account #1111
241,2023-10-04,10603.929999999995,Account #1111
242,2023-10-05,10338.299999999996,Account #1111
243,2023-10-07,10338.299999999996,Account #1111
244,2023-10-08,10338.299999999996,Account #1111
245,2023-10-10,10253.479999999996,Account #1111
246,2023-10-11,10253.479999999996,Account #1111
247,2023-10-13,10253.479999999996,Account #1111
248,2023-10-14,10253.479999999996,Account #1111
249,2023-10-16,10253.479999999996,Account #1111
250,2023-10-17,10253.479999999996,Account #1111
251,2023-10-18,10003.059999999996,Account #1111
252,2023-10-19,10003.059999999996,Account #1111
253,2023-10-20,9288.329999999996,Account #1111
254,2023-10-21,9288.329999999996,Account #1111
255,2023-10-23,9288.329999999996,Account #1111
256,2023-10-24,9288.329999999996,Account #1111
257,2023-10-25,9288.329999999996,Account #1111
258,2023-10-26,9250.319999999996,Account #1111
259,2023-10-27,9250.319999999996,Account #1111
260,2023-10-28,9007.719999999996,Account #1111
261,2023-10-29,9007.719999999996,Account #1111
262,2023-10-30,9007.719999999996,Account #1111
263,2023-10-31,8480.659999999994,Account #1111
264,2023-11-01,7940.419999999995,Account #1111
265,2023-11-02,6740.419999999995,Account #1111
266,2023-11-03,18740.419999999995,Account #1111
267,2023-11-04,18721.329999999994,Account #1111
268,2023-11-05,18721.329999999994,Account #1111
269,2023-11-06,18721.329999999994,Account #1111
270,2023-11-07,18444.77999999999,Account #1111
271,2023-11-08,18444.77999999999,Account #1111
272,2023-11-09,18444.77999999999,Account #1111
273,2023-11-10,18331.889999999992,Account #1111
274,2023-11-11,18137.179999999993,Account #1111
275,2023-11-12,18137.179999999993,Account #1111
276,2023-11-13,18137.179999999993,Account #1111
277,2023-11-14,18089.049999999992,Account #1111
278,2023-11-15,18026.25999999999,Account #1111
279,2023-11-17,18014.299999999992,Account #1111
280,2023-11-18,18014.299999999992,Account #1111
281,2023-11-19,18014.299999999992,Account #1111
282,2023-11-20,18014.299999999992,Account #1111
283,2023-11-21,18014.299999999992,Account #1111
284,2023-11-22,17976.32999999999,Account #1111
285,2023-11-23,18861.209999999992,Account #1111
286,2023-11-25,18861.209999999992,Account #1111
287,2023-11-26,18861.209999999992,Account #1111
288,2023-11-27,17915.64999999999,Account #1111
289,2023-11-28,17872.87999999999,Account #1111
290,2023-11-29,17671.25999999999,Account #1111
291,2023-11-30,17615.999999999993,Account #1111
292,2023-12-01,17595.999999999993,Account #1111
293,2023-12-02,17595.999999999993,Account #1111
294,2023-12-03,17595.999999999993,Account #1111
295,2023-12-04,17595.999999999993,Account #1111
296,2023-12-05,17595.999999999993,Account #1111
297,2023-12-06,17595.999999999993,Account #1111
298,2023-12-07,17540.549999999992,Account #1111
299,2023-12-08,17540.549999999992,Account #1111
300,2023-12-09,17540.549999999992,Account #1111
301,2023-12-10,17540.549999999992,Account #1111
302,2023-12-11,17540.549999999992,Account #1111
303,2023-12-12,17494.77999999999,Account #1111
304,2023-12-13,17109.819999999992,Account #1111
305,2023-12-14,17070.50999999999,Account #1111
306,2023-12-15,16922.87999999999,Account #1111
307,2023-12-16,16865.80999999999,Account #1111
308,2023-12-17,16865.80999999999,Account #1111
309,2023-12-18,16865.80999999999,Account #1111
310,2023-12-19,16865.80999999999,Account #1111
311,2023-12-20,16865.80999999999,Account #1111
312,2023-12-23,16865.80999999999,Account #1111
313,2023-12-24,16796.72999999999,Account #1111
314,2023-12-25,16796.72999999999,Account #1111
315,2023-12-26,16761.22999999999,Account #1111
316,2023-12-27,16547.82999999999,Account #1111
317,2023-12-28,16547.82999999999,Account #1111
318,2023-12-29,16547.82999999999,Account #1111
319,2023-12-30,16487.39999999999,Account #1111
320,2024-01-02,15163.02999999999,Account #1111
321,2024-01-03,15028.28999999999,Account #1111
322,2024-01-04,14966.25999999999,Account #1111
323,2024-01-05,14866.909999999989,Account #1111
324,2024-01-06,14795.309999999989,Account #1111
325,2024-01-07,14551.61999999999,Account #1111
326,2024-01-10,15225.70999999999,Account #1111
327,2024-01-11,15225.70999999999,Account #1111
328,2024-01-13,15211.46999999999,Account #1111
329,2024-01-14,15211.46999999999,Account #1111
330,2024-01-16,14343.779999999992,Account #1111
331,2024-01-17,14247.099999999991,Account #1111
332,2024-01-18,14247.099999999991,Account #1111
333,2024-01-19,13976.429999999991,Account #1111
334,2024-01-20,13602.419999999991,Account #1111
335,2024-01-21,12683.22999999999,Account #1111
336,2024-01-24,12683.22999999999,Account #1111
337,2024-01-26,10523.85999999999,Account #1111
338,2024-01-27,10523.85999999999,Account #1111
339,2024-01-28,10523.85999999999,Account #1111
340,2024-01-29,10210.29999999999,Account #1111
341,2024-01-30,10110.25999999999,Account #1111
342,2024-01-31,10110.25999999999,Account #1111
343,2024-02-01,9962.50999999999,Account #1111
344,2024-02-03,21922.509999999987,Account #1111
345,2024-02-04,21855.579999999987,Account #1111
346,2024-02-05,21855.579999999987,Account #1111
347,2024-02-06,21561.509999999987,Account #1111
348,2024-02-07,21561.509999999987,Account #1111
349,2024-02-09,21071.40999999999,Account #1111
350,2024-02-10,20893.08999999999,Account #1111
351,2024-02-11,20650.779999999988,Account #1111
352,2024-02-12,20650.779999999988,Account #1111
353,2024-02-13,20516.619999999988,Account #1111
354,2024-02-14,20454.97999999999,Account #1111
355,2024-02-15,20454.97999999999,Account #1111
356,2024-02-17,20454.97999999999,Account #1111
357,2024-02-18,20363.46999999999,Account #1111
358,2024-02-19,20190.44999999999,Account #1111
359,2024-02-21,20190.44999999999,Account #1111
360,2024-02-22,20190.44999999999,Account #1111
361,2024-02-23,20039.909999999993,Account #1111
362,2024-02-24,20039.909999999993,Account #1111
363,2024-02-25,20039.909999999993,Account #1111
364,2024-02-26,20039.909999999993,Account #1111
365,2024-02-27,20039.909999999993,Account #1111
366,2024-02-29,19485.089999999993,Account #1111
367,2024-03-01,18247.839999999993,Account #1111
368,2024-03-02,18224.149999999994,Account #1111
369,2024-03-03,19159.769999999993,Account #1111
370,2024-03-04,19053.969999999994,Account #1111
371,2024-03-05,19039.239999999994,Account #1111
372,2024-03-06,19039.239999999994,Account #1111
373,2024-03-07,19039.239999999994,Account #1111
374,2024-03-09,18737.039999999994,Account #1111
375,2024-03-11,18737.039999999994,Account #1111
376,2024-03-12,18070.499999999993,Account #1111
377,2024-03-14,18648.11999999999,Account #1111
378,2024-03-15,18530.96999999999,Account #1111
379,2024-03-16,18266.94999999999,Account #1111
380,2024-03-17,17994.68999999999,Account #1111
381,2024-03-18,17354.32999999999,Account #1111
382,2024-03-19,17354.32999999999,Account #1111
383,2024-03-20,17354.32999999999,Account #1111
384,2024-03-22,17354.32999999999,Account #1111
385,2024-03-24,17176.34999999999,Account #1111
386,2024-03-25,16017.379999999992,Account #1111
387,2024-03-26,16017.379999999992,Account #1111
388,2024-03-28,15896.479999999992,Account #1111
389,2024-03-29,15857.849999999993,Account #1111
390,2024-03-30,15757.059999999992,Account #1111
391,2024-03-31,15757.059999999992,Account #1111
392,2024-04-01,15692.869999999992,Account #1111
393,2024-04-02,14452.869999999992,Account #1111
394,2024-04-03,14074.409999999993,Account #1111
395,2024-04-04,13550.259999999991,Account #1111
396,2024-04-05,13304.859999999991,Account #1111
397,2024-04-06,13304.859999999991,Account #1111
398,2024-04-07,12983.979999999992,Account #1111
399,2024-04-08,12983.979999999992,Account #1111
400,2024-04-11,12416.459999999994,Account #1111
401,2024-04-12,12416.459999999994,Account #1111
402,2024-04-13,12274.149999999994,Account #1111
403,2024-04-14,12274.149999999994,Account #1111
404,2024-04-15,12161.449999999993,Account #1111
405,2024-04-16,12161.449999999993,Account #1111
406,2024-04-17,11999.419999999993,Account #1111
407,2024-04-18,11818.179999999993,Account #1111
408,2024-04-19,11767.909999999993,Account #1111
409,2024-04-21,11576.599999999993,Account #1111
410,2024-04-23,11576.599999999993,Account #1111
411,2024-04-24,11576.599999999993,Account #1111
412,2024-04-25,11436.439999999993,Account #1111
413,2024-04-26,11436.439999999993,Account #1111
414,2024-04-27,11436.439999999993,Account #1111
415,2024-04-28,11108.809999999992,Account #1111
416,2024-04-29,11676.519999999993,Account #1111
417,2024-05-01,11676.519999999993,Account #1111
418,2024-05-02,11650.489999999993,Account #1111
419,2024-05-03,11075.849999999993,Account #1111
420,2024-05-05,11000.769999999993,Account #1111
421,2024-05-06,11000.769999999993,Account #1111
422,2024-05-07,10932.289999999994,Account #1111
423,2024-05-09,10932.289999999994,Account #1111
424,2024-05-10,10880.109999999993,Account #1111
425,2024-05-11,10744.129999999994,Account #1111
426,2024-05-13,10744.129999999994,Account #1111
427,2024-05-14,10744.129999999994,Account #1111
428,2024-05-15,10692.649999999994,Account #1111
429,2024-05-16,10522.369999999994,Account #1111
430,2024-05-17,10522.369999999994,Account #1111
431,2024-05-18,10522.369999999994,Account #1111
432,2024-05-19,10522.369999999994,Account #1111
433,2024-05-20,10522.369999999994,Account #1111
434,2024-05-21,10377.629999999994,Account #1111
435,2024-05-22,10255.579999999994,Account #1111
436,2024-05-23,10255.579999999994,Account #1111
437,2024-05-24,10053.929999999995,Account #1111
438,2024-05-27,9913.259999999995,Account #1111
439,2024-05-28,9913.259999999995,Account #1111
440,2024-05-29,9913.259999999995,Account #1111
441,2024-05-30,9913.259999999995,Account #1111
442,2024-05-31,9913.259999999995,Account #1111
443,2024-06-01,9710.529999999995,Account #1111
444,2024-06-02,9710.529999999995,Account #1111
445,2024-06-03,9710.529999999995,Account #1111
446,2024-06-04,8510.529999999995,Account #1111
447,2024-06-07,8467.819999999996,Account #1111
448,2024-06-08,8233.789999999995,Account #1111
449,2024-06-09,8175.009999999996,Account #1111
450,2024-06-10,8054.589999999996,Account #1111
451,2024-06-11,7738.299999999996,Account #1111
452,2024-06-13,7685.9599999999955,Account #1111
453,2024-06-14,7685.9599999999955,Account #1111
454,2024-06-15,7656.689999999995,Account #1111
455,2024-06-16,7548.779999999994,Account #1111
456,2024-06-17,7362.049999999995,Account #1111
457,2024-06-18,7282.149999999995,Account #1111
458,2024-06-19,7282.149999999995,Account #1111
459,2024-06-20,7251.289999999995,Account #1111
460,2024-06-22,7140.409999999995,Account #1111
461,2024-06-24,7072.659999999995,Account #1111
462,2024-06-25,6623.879999999996,Account #1111
463,2024-06-26,6453.099999999996,Account #1111
464,2024-06-27,6453.099999999996,Account #1111
465,2024-06-28,6105.429999999996,Account #1111
466,2024-06-29,5833.759999999996,Account #1111
467,2024-06-30,5719.349999999996,Account #1111
468,2024-07-01,5688.809999999996,Account #1111
469,2024-07-02,4718.689999999996,Account #1111
470,2024-07-03,3518.689999999996,Account #1111
471,2024-07-04,3518.689999999996,Account #1111
472,2024-07-05,3498.689999999996,Account #1111
473,2024-07-06,3487.789999999996,Account #1111
474,2024-07-08,3487.789999999996,Account #1111
475,2024-07-09,3396.9699999999957,Account #1111
476,2024-07-10,3396.9699999999957,Account #1111
477,2024-07-11,3274.7999999999956,Account #1111
478,2024-07-12,3274.7999999999956,Account #1111
479,2024-07-13,3274.7999999999956,Account #1111
480,2024-07-14,3242.3999999999955,Account #1111
481,2024-07-15,3109.1799999999953,Account #1111
482,2024-07-16,3109.1799999999953,Account #1111
483,2024-07-17,3109.1799999999953,Account #1111
484,2024-07-18,2993.399999999995,Account #1111
485,2024-07-19,2977.049999999995,Account #1111
486,2024-07-21,2977.049999999995,Account #1111
487,2024-07-22,2112.049999999995,Account #1111
488,2024-07-23,2112.049999999995,Account #1111
489,2024-07-24,584.8099999999952,Account #1111
490,2024-07-25,474.9099999999952,Account #1111
491,2024-07-26,-556.4400000000048,Account #1111
492,2024-07-27,-233.99000000000484,Account #1111
493,2024-07-28,-233.99000000000484,Account #1111
494,2024-07-29,-233.99000000000484,Account #1111
495,2024-07-31,-233.99000000000484,Account #1111
496,2024-08-01,-397.35000000000485,Account #1111
497,2024-08-02,-445.73000000000485,Account #1111
498,2024-08-03,-1645.7300000000048,Account #1111
499,2024-08-04,-1734.060000000005,Account #1111
500,2024-08-05,-1783.620000000005,Account #1111
501,2024-08-06,-1783.620000000005,Account #1111
502,2024-08-07,-2348.310000000005,Account #1111
503,2024-08-08,-2693.860000000005,Account #1111
504,2024-08-09,-2693.860000000005,Account #1111
505,2024-08-10,-2693.860000000005,Account #1111
506,2024-08-11,-2693.860000000005,Account #1111
507,2024-08-12,-2693.860000000005,Account #1111
508,2024-08-14,-2830.590000000005,Account #1111
509,2024-08-15,-2830.590000000005,Account #1111
510,2024-08-17,-2830.590000000005,Account #1111
511,2024-08-18,-4769.050000000006,Account #1111
512,2024-08-19,-4769.050000000006,Account #1111
513,2024-08-20,-4769.050000000006,Account #1111
514,2024-08-23,-5058.550000000006,Account #1111
515,2024-08-24,-5058.550000000006,Account #1111
516,2024-08-25,-5117.9200000000055,Account #1111
517,2024-08-26,-5310.340000000006,Account #1111
518,2024-08-28,-5310.340000000006,Account #1111
519,2024-08-29,-5444.7100000000055,Account #1111
520,2024-08-30,-5556.950000000005,Account #1111
521,2024-09-01,-5556.950000000005,Account #1111
522,2024-09-02,-5696.950000000005,Account #1111
523,2024-09-03,-5696.950000000005,Account #1111
524,2024-09-04,-5696.950000000005,Account #1111
525,2024-09-05,-5696.950000000005,Account #1111
526,2024-09-06,-5758.800000000006,Account #1111
527,2024-09-07,-6217.450000000005,Account #1111
528,2024-09-08,-6217.450000000005,Account #1111
529,2024-09-09,-6217.450000000005,Account #1111
530,2024-09-10,-6217.450000000005,Account #1111
531,2024-09-11,-6373.5000000000055,Account #1111
532,2024-09-12,-6373.5000000000055,Account #1111
533,2024-09-15,-7417.7500000000055,Account #1111
534,2024-09-16,-7417.7500000000055,Account #1111
535,2024-09-17,-7417.7500000000055,Account #1111
536,2024-09-18,-7518.280000000005,Account #1111
537,2024-09-19,-7518.280000000005,Account #1111
538,2024-09-20,-7518.280000000005,Account #1111
539,2024-09-21,-7518.280000000005,Account #1111
540,2024-09-22,-7518.280000000005,Account #1111
541,2024-09-24,-7518.280000000005,Account #1111
542,2024-09-25,-7811.270000000005,Account #1111
543,2024-09-26,-7811.270000000005,Account #1111
544,2024-09-27,-7811.270000000005,Account #1111
545,2024-09-29,-7811.270000000005,Account #1111
546,2024-09-30,-8480.980000000005,Account #1111
547,2024-10-01,-9680.980000000005,Account #1111
548,2024-10-02,2319.019999999995,Account #1111
549,2024-10-03,2319.019999999995,Account #1111
550,2024-10-04,2125.269999999995,Account #1111
551,2024-10-05,2090.229999999995,Account #1111
552,2024-10-06,1833.159999999995,Account #1111
553,2024-10-07,1833.159999999995,Account #1111
554,2024-10-10,1783.769999999995,Account #1111
555,2024-10-12,1708.659999999995,Account #1111
556,2024-10-13,1708.659999999995,Account #1111
557,2024-10-14,1577.959999999995,Account #1111
558,2024-10-15,1542.3699999999951,Account #1111
559,2024-10-16,1542.3699999999951,Account #1111
560,2024-10-17,1542.3699999999951,Account #1111
561,2024-10-18,1542.3699999999951,Account #1111
562,2024-10-19,1542.3699999999951,Account #1111
563,2024-10-20,1804.629999999995,Account #1111
564,2024-10-21,1804.629999999995,Account #1111
565,2024-10-22,1804.629999999995,Account #1111
566,2024-10-23,1804.629999999995,Account #1111
567,2024-10-24,1339.8199999999952,Account #1111
568,2024-10-25,1339.8199999999952,Account #1111
569,2024-10-26,1261.2099999999953,Account #1111
570,2024-10-27,1261.2099999999953,Account #1111
571,2024-10-28,1034.1699999999953,Account #1111
572,2024-10-30,1034.1699999999953,Account #1111
573,2024-10-31,1034.1699999999953,Account #1111
574,2024-11-01,1034.1699999999953,Account #1111
575,2024-11-02,1034.1699999999953,Account #1111
576,2024-11-03,853.0099999999953,Account #1111
577,2024-11-04,601.5999999999954,Account #1111
578,2024-11-05,601.5999999999954,Account #1111
579,2024-11-06,-348.88000000000466,Account #1111
580,2024-11-07,-490.32000000000465,Account #1111
581,2024-11-09,-490.32000000000465,Account #1111
582,2024-11-11,-1151.0000000000045,Account #1111
583,2024-11-12,-1151.0000000000045,Account #1111
584,2024-11-13,-1184.9000000000046,Account #1111
585,2024-11-14,-1501.6600000000046,Account #1111
586,2024-11-15,-1501.6600000000046,Account #1111
587,2024-11-16,-1501.6600000000046,Account #1111
588,2024-11-18,-1586.9500000000046,Account #1111
589,2024-11-19,-1586.9500000000046,Account #1111
590,2024-11-20,-1586.9500000000046,Account #1111
591,2024-11-21,-1680.1000000000047,Account #1111
592,2024-11-24,-1680.1000000000047,Account #1111
593,2024-11-25,-1680.1000000000047,Account #1111
594,2024-11-26,-1766.7500000000048,Account #1111
595,2024-11-28,-2355.810000000005,Account #1111
596,2024-11-29,-2853.160000000005,Account #1111
597,2024-11-30,-3105.9200000000046,Account #1111
598,2024-12-01,-4718.840000000005,Account #1111
599,2024-12-02,-4718.840000000005,Account #1111
600,2024-12-03,-4718.840000000005,Account #1111
601,2024-12-04,-4718.840000000005,Account #1111
602,2024-12-05,-4956.120000000004,Account #1111
